,Tweet ID,Conversation ID,Depth,Username,Tweet,Date,personal_attack
1412,1413,1261788071466598400,2,PublicPriestley,@SocialistVoice Thanks to Corbyn he has an 80 seat majority. Kier Starmer is currently working with what he inherited.,2020-05-16 20:16:03,0
1413,1414,1261788071466598400,3,SocialistVoice,@PublicPriestley So now it's Jeremy Corbyn's fault and not Sir Keir Starmer's reckless Brexit policy - spearheaded bybTom Watson - that led to Labour losing 52 Leave-voting seats in the party's heartlands?    https://t.co/J88bXUcpQG,2020-05-16 20:17:49,0
1414,1415,1261788071466598400,4,PublicPriestley,@SocialistVoice @azumahcarol Well that's your take anyway. 👍,2020-05-16 20:18:03,0
1415,1416,1261788071466598400,5,SocialistVoice,"@PublicPriestley @azumahcarol No, these are recent policies endorsed by Sir Keir Starmer. Have you just woken from a coma?",2020-05-16 20:19:09,1
1416,1417,1261788071466598400,6,PublicPriestley,"@SocialistVoice @azumahcarol Tasteless joke at the moment. Nice. Starmer has taken a moderate and cautious position on some very difficult economic questions. As for diplomacy, you speak with exactly the same voice that accused Corbyn of 'costing up' to the IRA.",2020-05-16 20:21:56,0
1417,1418,1261788071466598400,7,SocialistVoice,@PublicPriestley A typical response from in idiotic centrist..l,2020-05-16 20:22:31,1
1418,1419,1261788071466598400,8,PublicPriestley,@SocialistVoice  https://t.co/gnfKSbsfRJ,2020-05-16 20:24:35,0
1419,1420,1261788071466598400,9,SocialistVoice,"@PublicPriestley Hit a raw nerve, have I? Never mind.",2020-05-16 20:25:27,0
1420,1421,1261788071466598400,10,HubertJ40429163,@SocialistVoice @PublicPriestley Ngl you are kinda acting like a child.,2020-05-16 20:27:12,1
1421,1422,1263597188640239618,1,MikeForKY,"I am sometimes asked, why do you support Universal Basic Income, and not a jobs guarantee? And my answer is always the same.  Because I believe your worth is based on your life, not on your labor.",2020-05-21 18:27:00,0
1422,1423,1263597188640239618,2,tuser5555,@MikeForKY Rn I think we need the #HerosAct to get a vote in the Senate n I hope it would pass!  Unfortunately Mitch McConnell is standing in the way tho☹️,2020-05-21 21:18:09,0
1423,1424,1263597188640239618,3,saveyoursoul_92,@tuser5555 @MikeForKY You definitely don’t want that bill to pass,2020-05-22 00:11:12,0
1424,1425,1269366997684543488,1,badrun_khan,"If we had a Universal Basic Income, there would be a lot less looting.   #UBI",2020-06-06 16:34:10,0
1425,1426,1269366997684543488,2,PWM62,"@badrun_khan Then explain why incredibly rich people get involved in fraud? To many people, there's never enough.",2020-06-06 16:40:52,0
1426,1427,1269366997684543488,3,chris_njforward,"@PWM62 @badrun_khan There's no end to human greed. It's just a matter of how that is channeled. Ideally, we would be setting people up to channel towards productive ambitions.  The premise of the original tweet is that with UBI there would have been less looting, which is a very reasonable position.",2020-06-06 17:17:42,0
1427,1428,1271156859777548288,1,WalesOnline,Thousands of people in Cardiff could be given £100 a week in universal basic income pilot  https://t.co/qo6zA2e3EZ  https://t.co/0fQcxPTBlN,2020-06-11 15:06:26,0
1428,1429,1271156859777548288,2,Lola_De_Vil,@WalesOnline What’s the catch?,2020-06-11 16:55:18,0
1429,1430,1271156859777548288,3,Benmsx,"@Lola_De_Vil @WalesOnline Just a Failed society, not much",2020-06-11 19:14:49,0
1430,1431,1278433195805929472,1,fleetstreetfox,"What Britain needs: a National Care Service, universal basic income, jobs and homes for all, and major political reform.  What it's got: this cunt.   https://t.co/M2MA5FBOcP  https://t.co/QeV7pDfzXk",2020-07-01 17:00:00,0
1431,1432,1278433195805929472,2,Lookout_Joe,@fleetstreetfox How do people like you get a platform?,2020-07-02 03:56:25,1
1432,1433,1278433195805929472,3,fleetstreetfox,@Lookout_Joe Hard work and reading stuff.,2020-07-02 04:05:52,0
1433,1434,1280252450398539777,1,TimJDillon,There needs to be an eviction freeze during the duration of this pandemic. And frankly some form of universal basic income. If not I don’t see the country surviving in any recognizable way.,2020-07-06 17:29:04,0
1434,1435,1280252450398539777,2,HairWeaveKiller,"@TimJDillon If I don’t pay my mortgage the bank kicks me out. Instead of an eviction freeze, why not focus ur anger on blue state governors keeping their states closed for political reasons?",2020-07-06 18:23:41,0
1435,1436,1280252450398539777,3,zcockshutt1,"@HairWeaveKiller @TimJDillon That COVID graph of is what I would say is the major reason for continued closures, rightfully so too.",2020-07-07 04:02:02,0
1436,1437,1282021784032870402,1,ZachandMattShow,Mayor Michael Tubbs on the difference between a guaranteed income and universal basic income  https://t.co/AnaPjfGlpZ,2020-07-11 14:39:46,0
1437,1438,1282021784032870402,2,YangDailyCast,"@ZachandMattShow It's fine if you think targeting the aid is a politically necessary first step @MichaelDTubbs but NEVER call the universality ""semantics."" Unconditionality is what DEFINES #UBI and what makes it LEAGUES better than targeted aid. If targeting worked, welfare wouldn't be a mess.  https://t.co/Pj8K9lO0jJ",2020-07-12 20:24:36,0
1438,1439,1282021784032870402,3,YangDailyCast,@ZachandMattShow @MichaelDTubbs  https://t.co/ZfJaqsb4mK,2020-07-12 20:24:58,0
1439,1440,1282021784032870402,4,YangDailyCast,"@ZachandMattShow @MichaelDTubbs Tubbs just called universality ""semantics"" @ScottSantens, where are you!?  https://t.co/UneuBxgPkP",2020-07-12 20:27:51,0
1440,1441,1291498038771486721,1,Public_Citizen,We won’t give people universal basic income but we’re cool paying people such a low amount we literally call it ‘minimum wage’ and argue about how to keep it as low as possible.,2020-08-06 18:15:01,0
1441,1442,1291498038771486721,2,GetARealCoffee,@Public_Citizen 😷  https://t.co/UJdqbc0Vkp,2020-08-06 18:27:43,0
1442,1443,1291498038771486721,3,_TekTweets_,@GetARealCoffee @Public_Citizen something both parties vote for.  we must break the two party system.,2020-08-06 18:43:56,0
1443,1444,1291498038771486721,4,GetARealCoffee,@_TekTweets_ @Public_Citizen @_TekTweets_  Exactly.  https://t.co/AJZ8nyYHMM,2020-08-06 18:46:41,0
1444,1445,1291498038771486721,5,_TekTweets_,@GetARealCoffee @Public_Citizen while the government laughs in the background,2020-08-06 18:47:52,0
1445,1446,1293334756818591745,1,Booker4KY,"We need Medicare for All. We need a Universal Basic Income. We need a Green New Deal. We need reparations. We need to end structural racism and poverty. We need to prioritize people. We need system level change.  No matter who is on the ballot, the work doesn’t stop.",2020-08-11 19:53:29,0
1446,1447,1293334756818591745,2,herosnvrdie69,@Booker4KY agreed but stop propping up people who dont even support any of this.,2020-08-11 19:55:05,0
1447,1448,1293334756818591745,3,SocialDemWolf,@herosnvrdie69 @Booker4KY  https://t.co/7uDq0wB9JQ,2020-08-11 19:58:16,0
1448,1449,1295084048914808836,1,ZachandMattShow,"NEWS: Majority of Americans now support universal basic income, according to a new Hill/Harris poll.  Support: 55% Oppose: 45%   https://t.co/4o8iUgyqZf",2020-08-16 15:44:33,0
1449,1450,1295084048914808836,2,KairosOW,@ZachandMattShow WOW. do you have a poll from last year to compare?,2020-08-16 15:45:46,0
1450,1451,1295084048914808836,3,KairosOW,@ZachandMattShow wait im stupid it literally says it went up by 12 points lol,2020-08-16 15:46:51,0
1451,1452,1296954071924928513,1,bindureddy,A massive transfer of wealth is underway from small mom &amp; pop stores to large companies  This along with automation is going to lead to insane levels of income inequality  There is a stark choice ahead - Implement Universal Basic Income or face a french revolution style uprising.,2020-08-21 19:35:21,0
1452,1453,1296954071924928513,2,tmamut,"@bindureddy UBI is not the answer. Work is about more than money -- it is about value, worth, and social status. A massive re-thinking of how to unlock new economic value and jobs is what's needed. @work_matters - would love your thoughts on this.",2020-08-21 19:43:31,0
1453,1454,1296954071924928513,3,bindureddy,@tmamut @work_matters Don't disagree that work matters and people should be able to do what enjoy. UBI is more like a safety net. It is the base  on top of which people can build successful and creative careers,2020-08-21 19:44:42,0
1454,1455,1296954071924928513,4,sfboehner,@bindureddy Yes it's a fine line. That often gets messed up.,2020-08-21 19:47:40,0
1455,1456,1298732750258597890,1,ericsports,I hope the NBA players use the boycott to ask for MUCH MORE than just police reform  1. Universal Basic Income (1k/m) 2. End of the war on drugs 3. Healthcare as a right  These policies will lead to true change in America,2020-08-26 17:23:11,0
1456,1457,1298732750258597890,2,XE0SIS,@ericsports How do you pay for all that?,2020-08-26 17:24:25,0
1457,1458,1298732750258597890,3,LukeDeHahn,@XE0SIS @ericsports Several different candidates have put out policies on how to pay for those. Especially @AndrewYang.,2020-08-26 17:26:21,0
1458,1459,1298732750258597890,4,XE0SIS,@LukeDeHahn @ericsports @AndrewYang There is not enough money.,2020-08-26 17:27:05,0
1459,1460,1298732750258597890,5,LukeDeHahn,"@XE0SIS @ericsports @AndrewYang There is, we just don’t prioritize government spending correctly",2020-08-26 17:27:52,0
1460,1461,1298732750258597890,6,STB_Virus,"@LukeDeHahn @XE0SIS @ericsports @AndrewYang Spending 732 billion on defense(that we know of), which is more than the next 10 countries(8 of which are allies) COMBINED. If we spent $250 billion on defense, we'd have 480-500 BILLION to fund those projects. You are spot on Luke, the government doesn't prioritize, ridiculous",2020-08-26 18:18:48,0
1461,1462,1302695096941342721,1,ianaIexander,i woke up with these thoughts racing in my brain so it’s time for a twitter rant. i’m all for Universal Basic Income and here’s what i’ve learned.,2020-09-06 15:48:08,0
1462,1463,1302695096941342721,2,thebroker2005,@ianaIexander Who's going to pay for the universal basic income? I presume you are not going to print money.,2020-09-06 16:30:29,0
1463,1464,1302695096941342721,3,oz1sej,@thebroker2005 @ianaIexander Taxes.,2020-09-07 00:28:40,0
1464,1465,1304520927456108544,1,Angelica4CA,"I support Medicare for All. I support a Green New Deal. I support Paid Sick Leave. I support Universal Basic Income. I support putting people over profits.  My opponent, Tony Cardenas, supports none of the these.   It's time for change. #AngelicaBeatsTony  https://t.co/kbEYBIUIlI",2020-09-11 16:43:20,0
1465,1466,1304520927456108544,2,dinodadino,"@Angelica4CA How will you pay for all this? Or do you believe in the new MMT theory of economics? If so, that’s ok. But have you thought of inflation resulting from all of these dollars in the system? You must educate yourself and be ready to back up with cold hard data! #MMT",2020-09-11 19:24:43,0
1466,1467,1304520927456108544,3,grputland,@dinodadino @Angelica4CA #MMTer:  The real limit on federal government spending is the need to avoid inflation… #AntiMMTer:  * crashing through window *  PANIC!  MMTers will give us hyper-inflation!! #MMTer:  What did I just say? #AntiMMTer:  * joined by accomplices *  You said whatever we say you said!,2020-09-12 04:42:32,0
1467,1468,1306332533286731777,1,sunlorrie,"Liberals considering universal basic income, but economists have tough questions for proponents: The government may have gotten a taste for doling out cheques with the Canada Emergency Response Benefit which functioned similar to a basic income   https://t.co/fn1WMEF6XJ #cdnpoli",2020-09-16 16:42:01,0
1468,1469,1306332533286731777,2,UnpleasantRelic,@sunlorrie Boomers are retiring.  Many youth content with UBI. This means less $$$$ to union coffers. Wonder what Jerry D. thinks of this.,2020-09-16 16:45:32,0
1469,1470,1306332533286731777,3,UnpleasantRelic,@sunlorrie Wish there was an edit on this thing.  Wonder what J. Singh thinks about it too.  NDP are the union/worker party.  At least they used to be.,2020-09-16 16:48:22,0
1470,1471,1313589733319041024,1,ProudSocialist,"Hope is not a policy. Now more than ever we need Medicare for All, a Green New Deal, and Universal Basic Income.",2020-10-06 17:19:32,0
1471,1472,1313589733319041024,2,jimtex113,@ProudSocialist Just vote for Trump Ryan,2020-10-06 17:48:39,0
1472,1473,1313589733319041024,3,MangyMedia,"@jimtex113 @ProudSocialist Stow it, simp...👋🥸",2020-10-06 20:11:44,1
1473,1474,1315415163042885634,1,ProudSocialist,"140 million Americans are poor or low-income and 92 million Americans are underinsured or uninsured and the Democrat nominee for president is peddling platitudes instead of offering Medicare for All, a Green New Deal &amp; Universal Basic Income. BOTH CORPORATE PARTIES ARE COMPLICIT.",2020-10-11 18:13:08,0
1474,1475,1315415163042885634,2,JRHorsting,@ProudSocialist Both sides? Again w/ the right-wing standard argument.  The champions of those programs &amp; plans have already backed Joe Biden.  You can get a lot closer to that ideal w/ a Biden presidency. Why are you discouraging that?  Don't tell people it doesn't matter who wins.  It does.  https://t.co/7WKdU6m7Xc,2020-10-11 18:40:48,0
1475,1476,1315415163042885634,3,WyvernCreations,"@JRHorsting @ProudSocialist Shockingly, we arent cultists.  Go figure. The DNC openly riggs their primaries, voting for their chosen candidate is voting against our own democracy.  If wanting democracy is a right wing argument, well, then whose the crazy one?",2020-10-11 18:48:42,0
1476,1477,1315415163042885634,4,JRHorsting,"@WyvernCreations @ProudSocialist I didn't say you were, but I feel you miss the point.  Being against Biden &amp; the Dems now is ludicrous, that makes you an effective tool for Trump &amp; Putin.  They love how you think, it serves to divide the vote.  That's their goal.  How gracious of you to help Trump steal it.",2020-10-11 19:33:31,0
1477,1478,1315415163042885634,5,WyvernCreations,"@JRHorsting @ProudSocialist Blah blah blah, go talk to one of the many people who dont vote bc they are offered nothing. 50 yrs of your strategy has led to this. Its ya'lls fault- not ours.",2020-10-11 19:37:53,0
1478,1479,1315415163042885634,6,JRHorsting,"@WyvernCreations @ProudSocialist Wait a sec, if you don't vote, it's your fault.  That's like complaining you're hungry after turning down food.  You screwed up.  You get what you get.  Go hungry, don't tell me to make another dish for you.  I fought, I voted, I'm not going to stop. We will win while you watch.",2020-10-11 19:57:48,0
1479,1480,1315415163042885634,7,WyvernCreations,"@JRHorsting @ProudSocialist Wow, you dont have very good reading comprehension do you?",2020-10-11 20:02:49,0
1480,1481,1315415163042885634,8,JRHorsting,"@WyvernCreations @ProudSocialist Obviously far better than you.  How could you come to a reading comprehension from a few tweets?  The point is you can't, you're lashing out because I hit a sore spot.  I'd read volume 5 just skim before you make more statements, I read the whole thing.   https://t.co/nxI1uQ4bHE",2020-10-11 20:10:36,1
1481,1482,1315415163042885634,9,HanNguyen80,@JRHorsting @WyvernCreations @ProudSocialist No but neither will Biden or Kamala.  Bernie &amp; AOC aren't going to be the president or VP.  We will see. Biden is probably going to win anyways according to the polls.  Green is always an option.  Did the DNC removing Greens from the ballot teach you nothing?,2020-10-11 20:39:58,0
1482,1483,1315415163042885634,10,WyvernCreations,"@HanNguyen80 @JRHorsting @ProudSocialist Apparently voting for the party that systematically fights against democracy itself is the moral choice.  Though for the life of me, I cant see why.",2020-10-11 20:43:37,0
1483,1484,1317198709998977029,1,koeppelmann,"After 7 years of dreaming about it, discussing it, dismissing it, adjusting it and finally implementing it, @CirclesUBI - ""universal basic income on the blockchain"" - or just ""better money"" went live today!",2020-10-16 16:20:19,0
1484,1485,1317198709998977029,2,LionelBisschoff,@koeppelmann Wow. I have wanted to do something like this since 2012. Even wrote a book about it:  https://t.co/mw594Notwa You did it! Well done! Will check it out.,2020-10-16 23:28:45,0
1485,1486,1317198709998977029,3,LionelBisschoff,"@koeppelmann Summary of my book, which it seems you partially did: ""Explicitly and transparently intertwining society, politics and money through the democratised and decentralised creation, allocation and destruction of constrained and unconstrained credit based money in an open economy.""",2020-10-16 23:51:29,0
1486,1487,1318992197728063492,1,DanPriceSeattle,The burger-flipping robot is now for sale for $30k. It pays for itself in a year. Restaurants are lining up.  Food prep is America's No. 2 most common job. Covid is accelerating automation: robots don't need PPE or sick days  We need universal basic income  https://t.co/HGEbnkGbTV,2020-10-21 15:07:00,0
1487,1488,1318992197728063492,2,pseuderman,@DanPriceSeattle I don't know about this one.  What if robots free people to do other work? Create new jobs?,2020-10-21 15:10:15,0
1488,1489,1318992197728063492,3,Siinrajiaal,@pseuderman @DanPriceSeattle Theyre people up. But the numbrr of jobs decreases as jobs change. Only takes one guy to dig a ditch. #WeNeedUBI,2020-10-21 15:13:59,0
1489,1490,1318992197728063492,4,Kalli_Katzke,"@Siinrajiaal @pseuderman @DanPriceSeattle exactly, due to it taking only a few people to service a massive number of these robots, these robots that require college to get a job to service, a job that is going to be harder to get when you have to somehow compete with a robot that can make a dish perfectly every time",2020-10-21 20:21:27,0
1490,1491,1318992197728063492,5,Kalli_Katzke,"@Siinrajiaal @pseuderman @DanPriceSeattle and while I'm very interested in technological advancement, we really need to also consider how certain advancements may effect the community, this is one that overall will long term harm a community, even if it results in lower cost to the consumer (which it won't, it will just",2020-10-21 20:23:06,0
1491,1492,1318992197728063492,6,Kalli_Katzke,"@Siinrajiaal @pseuderman @DanPriceSeattle result in more profit to whoever owns the robot because in most cases the investment would be used to make more money, not to feed more people, because it will be owned by businesses, not charities)",2020-10-21 20:23:55,0
1492,1493,1324808045797511168,1,elerianm,"Just a year ago, it would have been hard to find anyone who believed that some variety of "" #UBI "" (universal basic income) would be in place any time soon.  Well, with this announcement, the #UnitedKingdom is set to have such a scheme for at least a full 12 months (March/March).  https://t.co/19kjAFiihA",2020-11-06 15:17:06,0
1493,1494,1324808045797511168,2,CensoredCitize1,@elerianm Socialism with British Characteristics?,2020-11-06 15:23:11,0
1494,1495,1324808045797511168,3,BRYN51782084,@CensoredCitize1 @elerianm English*  old school brits are celts  https://t.co/aO056qbc9p,2020-11-06 16:41:21,0
1495,1496,1328447740209025024,1,eugenegu,@GavinNewsom The people of California deserve Universal Basic Income and enough stimulus money to make it through another Purple Tier lockdown. An out of touch Governor behaving as a French Aristocrat and then making a decree without the means to help people through this economically is sad.,2020-11-16 17:07:17,0
1496,1497,1328447740209025024,2,eugenegu,@GavinNewsom The people of California deserve Universal Basic Income and enough stimulus money to make it through another Purple Tier lockdown. An out of touch Governor behaving as a French Aristocrat and then making a decree without the means to help people through this economically is sad.,2020-11-16 17:07:17,0
1497,1498,1328447740209025024,3,LaddizWorld,@eugenegu @GavinNewsom You have a problem with people not bring strict and people being strict. Choose a side.,2020-11-16 17:08:16,0
1498,1499,1328447740209025024,4,Coronationxcit,"@LaddizWorld @eugenegu @GavinNewsom There is no side, you need to stop only calling out one and ignoring the lies and hypocrisy from ANY and all sides, this isn’t a baseball game. Win/lose. They all are hurting public by their selfish need to do as I say not as I do.",2020-11-16 17:25:29,0
1499,1500,1328447740209025024,5,Skp90210,@Coronationxcit @_TWordUp @eugenegu @GavinNewsom It wasn’t a good idea. He said that when he apologized.,2020-11-16 17:27:20,0
1500,1501,1330281211114229769,1,AndrewYang,"Some people warned me months ago “You’re going to be known as the Universal Basic Income guy,” to which I responded “I would be perfectly fine with that.”  😀",2020-11-21 17:45:30,0
1501,1502,1330281211114229769,2,tmurph4000,"@AndrewYang UBI doesn't make much sense to me, why not just tax people less?",2020-11-21 17:46:36,0
1502,1503,1330281211114229769,3,A_Smitty_56,@tmurph4000 @AndrewYang Taxing people less is not universal or beneficial to those that it needs to apply to.,2020-11-21 17:47:49,0
1503,1504,1330281211114229769,4,tmurph4000,"@A_Smitty_56 @AndrewYang If everyone was taxed $1,000k less per month how would that not be the same? Cuts out the middle man too.",2020-11-21 17:49:15,0
1504,1505,1330281211114229769,5,IMSiegfried,@tmurph4000 @A_Smitty_56 @AndrewYang Because the people who need it most don't pay a $1000k a month in taxes?,2020-11-21 17:50:54,0
1505,1506,1080485524236840961,1,ThePoshLife_,"Black Twitter and its Hazardous Imbalanced, Cancel Culture: The Rise and Fall of Jacquees and Tiffany Haddish but the Unwavering support of R*bert K*lly and 69  In this essay I will....",2019-01-02 10:26:38,0
1506,1507,1080485524236840961,2,HeatherGrace7,@ThePoshLife_ Who said she was canceled? She just needs to cancel all her stand up gigs. She is not good at stand up. Not sure why she needs to do it. Just stick to film and tv.,2019-01-02 14:59:57,0
1507,1508,1080485524236840961,3,ShuffleHappens,"@HeatherGrace7 @ThePoshLife_ Is that what you would tell a non famous person doing something new?  Basically ""You had a bad gig, quit forever and go back to that job you have already.""   Not judging if you would, just curious.",2019-01-02 16:47:56,0
1508,1509,1082777292508672000,1,DegenerateThing,"I am so sick of the cancel culture on Left Twitter. The high school drama, the guilt by association, the way that people build social capital by tearing other people down over and over again. It's turned what used to be a place of escape from my shitty life into a nightmare.",2019-01-08 18:13:18,0
1509,1510,1082777292508672000,2,InvictusSamael,"@DegenerateThing OMG! you spoke my mind I just can't believe seeing someone from the left describing exactly, &amp; in regard the cancel culture on the Left. For everthing you said + the Lefts inability to solve problems, moral relativism, identity politics, socialism here's the reason I lean right.",2019-01-08 18:29:08,0
1510,1511,1082777292508672000,3,Skelloween,@InvictusSamael @oth_radar @DegenerateThing You're just picking sides like they're football teams. Do you care about policy or optics? It seems like the latter. You want to be in the group who has it easier. It's easier to be right wing because it relies on base level expectations of how things should be.,2019-01-08 18:47:20,0
1511,1512,1082777292508672000,4,Comrad_McCarthy,@Skelloween @InvictusSamael @oth_radar @DegenerateThing Because it maintains your own power in society,2019-01-08 18:54:40,0
1512,1513,1083826874386501632,1,jillboard,"i don't like cancel culture &amp; i'm not saying ""cancel the weeknd,"" but these are the kinds of lyrics that fucked me up when i was younger &amp; subconsciously kept me in the closet. so it's important to talk about and say ""this is isn't ok""",2019-01-11 16:10:31,0
1513,1514,1083826874386501632,2,__BD0822,"@jillboard The Weeknd is an amazing, diverse, extraordinary talent. You’re trippin",2019-01-11 18:13:55,0
1514,1515,1083826874386501632,3,8T54Lily,@__BD0822 @jillboard No one is denying his talent. The lyrics might need some work though 🙄,2019-01-11 18:16:12,0
1515,1516,1083826874386501632,4,katethegeminiii,@BTS4Lily im bisexual and im not offended 🤷🏻‍♀️ you sound like a child,2019-01-11 23:26:21,1
1516,1517,1087036968733618176,1,IWriteAllDay_,And THAT’S why I will never take you nignogs seriously when you mention “cancel culture”. Because your reasoning for challenging “cancelling” swill always be this shallow and indefensible.  https://t.co/bpnPivNu6n,2019-01-20 12:30:13,1
1517,1518,1087036968733618176,2,kelechnekoff,@IWriteAllDay_ They rarely cancel the light skinned. I’ve seen it in the UK too. It’s all a sham.,2019-01-20 13:08:35,0
1518,1519,1087036968733618176,3,AnushaLDN,@kelechnekoff @IWriteAllDay_ *COUGH COUGH COUGH COUGH COUGH*  https://t.co/LYrccLBUcW,2019-01-20 13:09:58,0
1519,1520,1088114540280233985,1,HiTopFilms,"Can cancel culture please cancel Bryan Singer? Please? Singer should be nominated for prison, not best picture.",2019-01-23 11:41:37,0
1520,1521,1088114540280233985,2,JokersCornerYT,"@HiTopFilms I have highly respected you in the past but your views on Bryan Singer and other celebrities with such allegations make you look immature and stupid. Come on, Alex you should know better than that. 😒 There hasn't been any legitimate proof yet. Innocent until proven guilty.  https://t.co/p4SYIMuqFa",2019-01-23 11:45:32,0
1521,1522,1088114540280233985,3,HiTopFilms,@The8BitMisfit Naw man. I’m with you on innocent until proven guilty. Cancel culture ruined GotG 3 because of public tweets. But Signer has had detailed allegations against him LONG before the Me Too Movement. People just seem to forget about that.  https://t.co/LtsLyyR3sS,2019-01-23 11:48:59,0
1522,1523,1088114540280233985,4,TheCBMM1,@HiTopFilms @The8BitMisfit You’re right Alex. Everyone knew about it for well over a decade. It was one of the worst kept secrets in Hollywood. There are even creepy pictures of his pool parties from like 15 years ago.,2019-01-23 12:04:31,0
1523,1524,1088114540280233985,5,HiTopFilms,@TheCBMM1 @The8BitMisfit I remember reading about those “parties” when Days of Future Past came out. Sick and twisted.,2019-01-23 12:07:32,0
1524,1525,1089303906860056578,1,JRocIsMajor_,Does cancel culture really work in reality or...,2019-01-26 18:27:44,0
1525,1526,1089303906860056578,2,AmandaDannielle,@JRocIsMajor_ Sorry for having morals 😕😂,2019-01-26 18:33:40,0
1526,1527,1089303906860056578,3,JRocIsMajor_,@AmandaDannielle 💀💀💀,2019-01-26 18:37:44,0
1527,1528,1092882020001173504,1,IWriteAllDay_,The main folx tweeting about ‘cancel culture’ rn are gonna hate me tomorrow when my column goes up 😂  https://t.co/PSR2nEwRWL,2019-02-05 15:25:52,0
1528,1529,1092882020001173504,2,timswar,"@IWriteAllDay_ Like my wife says about putting on music festivals, “you aren’t a success until someone hates you.”",2019-02-05 15:28:00,0
1529,1530,1092882020001173504,3,IWriteAllDay_,@timswar Very true! LOL,2019-02-05 15:28:21,0
1530,1531,1095010676890718208,1,plentyofhenny,I’m tired of this whole “boycott” shit as well as “cancel” culture. It’ll last a month or so until it dies down and they forget why they were mad.,2019-02-11 12:24:24,0
1531,1532,1095010676890718208,2,Loquacious_Pint,@plentyofhenny Cancel culture sucks,2019-02-11 19:18:07,0
1532,1533,1095010676890718208,3,plentyofhenny,@Loquacious_Pint It really does,2019-02-11 19:37:42,0
1533,1534,1096086625027805187,1,briebriejoy,"In my latest, I tackle the tension between lefty humanism &amp; righteous cancel culture, and argue that the path to forgiveness requires true penance.    https://t.co/IPKwWTZx3A",2019-02-14 11:39:50,0
1534,1535,1096086625027805187,2,XSiveVerbosity,"@briebriejoy If he hadn't lied, if he had just said ""I'm sorry, I was young and ignorant and had no idea how harmful blackface was. I know better now,"" would that have been sufficient?",2019-02-18 08:03:30,0
1535,1536,1096086625027805187,3,XSiveVerbosity,"@briebriejoy I was talking about this with my dad, and he shocked the fuck out of me by saying he had *actually been part of a minstrel show* in college, which would've been the early '60s. My reaction was ""Shit...well, okay, at least you know why it was wrong NOW.""",2019-02-18 08:10:04,0
1536,1537,1100444558859603970,1,FeitsBarstool,@KFCBarstool I've been part of cancel culture for 1 week and I admit I'm already drunk with power,2019-02-26 12:30:19,0
1537,1538,1100444558859603970,2,FeitsBarstool,@KFCBarstool I've been part of cancel culture for 1 week and I admit I'm already drunk with power,2019-02-26 12:30:19,0
1538,1539,1100444558859603970,3,pjp313,@FeitsBarstool @KFCBarstool I cuncel the cancel,2019-02-26 12:40:30,0
1539,1540,1103008435925323782,1,marigolds,Cancel culture is thriving in the YA book world  https://t.co/hiuCb0ZaYY,2019-03-05 14:04:38,0
1540,1541,1103008435925323782,2,pivotblock,@marigolds Oh my GOD 🤦🏻‍♀️,2019-03-05 15:48:02,0
1541,1542,1103008435925323782,3,marigolds,@pivotblock I knowww,2019-03-05 17:23:27,0
