,Tweet ID,Conversation ID,Depth,Username,Tweet,Date,personal_attack
1316,1317,1311685799394467840,1,thekehlzone,"Im pro 2A  But when pro gun control ppl pipe off the day of a shooting - I get it  they want less murder. so do I. they think gun control will do that, so they sound off  wellll, I want less unborn baby murder  so yes, I will sound off abt the evils of abortion today. &amp; every day",2020-10-01 19:05:11,0
1317,1318,1311685799394467840,2,ingridvigeland,"@thekehlzone It’s a clump of cells. Some women want to see that develop and give birth to it, which is when it becomes a baby. Some women don’t want that. It really isn’t difficult to grasp the distinction.",2020-10-01 12:16:10,0
1318,1319,1311685799394467840,3,thekehlzone,"@ingridvigeland Oh, but she didn't call it a clump of cells, did she? She actually called it a - baby...with a name  You didn't grasp that distinction  My heart hurts for Chrissy...and it also hurts for the 2,400 unborn babies who are killed each day",2020-10-01 12:23:56,0
1319,1320,1311685799394467840,4,Logan_Wentzel_,@thekehlzone You don’t have a uterus so I think anything you have to say is invalid.,2020-10-01 12:24:03,1
1320,1321,1313625738138927104,1,Rayleneamber,"Why is the main ingredient of Prozac FLUORIDE?  Pacification of the populace is imperative to maintain control.  Victory gun, and victory cigarettes, soma",2020-10-06 19:42:36,0
1321,1322,1313625738138927104,2,RenegadeTimes,@Rayleneamber @CmdrKoenigMoon I never knew that. The main ingredient ?,2020-10-06 19:53:03,0
1322,1323,1313625738138927104,3,WolfieSmith5,@RenegadeTimes @Rayleneamber @CmdrKoenigMoon Bromide in there too.,2020-10-06 19:57:45,0
1323,1324,1313625738138927104,4,RenegadeTimes,@WolfieSmith5 @Rayleneamber @CmdrKoenigMoon No wonder so many people are flat lining about life. Dazed.,2020-10-06 20:25:20,0
1324,1325,1323051964184383488,1,DoctorHenryCT,People say they are voting for Trump b/c they oppose abortion &amp; favor the right to own guns. Those canards have been played for 40 years &amp; despite having 5 GOP administrations &amp; control of Congress there has been zero legislation passed for either of those issues.,2020-11-01 18:59:04,0
1325,1326,1323051964184383488,2,DedeFreetotalk,"@DoctorHenryCT Is it “owning guns” or demanding the right to use it illegally without consequences? As I see it, right-wing people want rights ONLY for themselves, not for all. They enjoy all this civil unrest  because they want a reason to justify being vigilantes",2020-11-02 16:57:05,0
1326,1327,1323051964184383488,3,Nrthamericn1,"@dedesonntag @DoctorHenryCT Everyone must own guns to protect ourselves, not only from the right wing nuts, but also a militarized and out-of-contfol police.  Statiscally, if you own a gun the only person you are likely to shoot is yourself.",2020-11-02 17:15:46,0
1327,1328,1323051964184383488,4,DedeFreetotalk,@Nrthamericn1 @DoctorHenryCT Seems like you ended with a counter-argument against your initial statement. I agree that owning guns does not make anyone safer.,2020-11-02 17:19:04,0
1328,1329,1330290941048057861,1,Polysesouvient,"“Gun owners are not more suicidal than people who don’t own guns, but attempts with guns are more likely to be fatal.” #prevention #GunControl #cdnpoli",2020-11-21 18:24:10,0
1329,1330,1330290941048057861,2,SilentN73204929,@Polysesouvient More fatal than poison or hanging? Are these not the top 2 methods of suicide?,2020-11-21 18:28:41,0
1330,1331,1330290941048057861,3,peteypopetey,"@SilentN73204929 @Polysesouvient Slight correction, top two ""successful"" methods.",2020-11-21 19:20:21,0
1331,1332,1330290941048057861,4,SilentN73204929,"@peteypopetey @Polysesouvient I stand corrected. Drummond, care to answer?",2020-11-21 19:26:41,0
1332,1333,1332105897884192768,1,HenryKrinkIe,Dems already gave up on gun control I guess MattY just wants to make sure they do  https://t.co/vtEjVR2cnO,2020-11-26 18:36:10,0
1333,1334,1332105897884192768,2,GuyFoxNews,@HenryKrinkIe doesn't gun control have like 80% support even in the us,2020-11-26 18:42:23,0
1334,1335,1332105897884192768,3,HenryKrinkIe,@GuyFoxNews it depends on how strict a measure we're willing to adopt. plus we all know how this works. Dems propose something like closing the gun show loophole and the NRA puts out social media blasts about CONFISCATION!!!,2020-11-26 18:44:00,0
1335,1336,1335723032418148353,1,dan_davis86,"This is called a ""fallacy."" Gun control is actually not just a natural outgrowth of the 2nd Amendment, but those who benefit most from gun control are gun owners. Once upon a time, the NRA didn't exist, and people naturally understood this. Then money started talking.",2020-12-06 18:09:22,0
1336,1337,1335723032418148353,2,justuschatting,"@dan_davis86 You don’t know what a right is, do you?",2020-12-08 01:00:30,0
1337,1338,1335723032418148353,3,CanceledMemory,@justuschatting @dan_davis86 Freedom of speech is a right... but it too has limits,2020-12-08 01:06:11,0
1338,1339,1335723032418148353,4,justuschatting,"@CanceledMemory @dan_davis86 No there are illegal ways to use speech, just like there are illegal ways to use guns. The right to speak is not limited. There are situations where it would be improper to speak but there are no situations in which it is  not your right.",2020-12-08 08:52:36,0
1339,1340,1339336467957440512,1,Mark_E_Noonan,"Looks like if the Steal stands, then the Democrats are going to work hard for amnesty, open borders, gun control and pushing SJW ideals.  It's like they want us to crush them in 2022.",2020-12-16 17:27:52,0
1340,1341,1339336467957440512,2,georgiapeach904,"@Mark_E_Noonan there will be no freaking crushing, sir, if this fraud stands. There will be no ""let's get them in 2024"" either. Will the Dems call for id and other measures? Not likely.This is it.",2020-12-16 17:31:03,0
1341,1342,1339336467957440512,3,Mark_E_Noonan,@georgiapeach904 I never surrender,2020-12-16 17:44:59,0
1342,1343,1339336467957440512,4,RobSmithson6,"@Mark_E_Noonan If The Steal stands, we’ll never “crush them!!!” again, in 2022 or otherwise.",2020-12-16 17:51:29,0
1343,1344,1342966426152427521,1,overhaulck,Rank the Chainsaw Man arcs  Public Safety Arc: Bat Devil Arc: Eternity Devil Arc: Katana Man Arc: Bomb Girl Arc: International Assassins Arc: Gun Devil Arc: Control Devil Arc:  https://t.co/tMo42L0wEr,2020-12-26 17:52:01,0
1344,1345,1342966426152427521,2,nusiiwije,@overhaulck Public Safety Arc: nah fr Bat Devil Arc: nah fr Eternity Devil Arc: nah fr Katana Man Arc: nah fr Bomb Girl Arc: nah fr International Assassins Arc: nah fr Gun Devil Arc: nah fr Control Devil Arc: nah fr,2020-12-26 17:54:04,0
1345,1346,1342966426152427521,3,overhaulck,@ShyoinmaruMrk2 nah fr😭,2020-12-26 17:54:52,0
1346,1347,1342966426152427521,4,nusiiwije,@overhaulck Deadass forgot it had that many arcs  https://t.co/F0pYRB74Vl,2020-12-26 17:55:43,0
1347,1348,1342966426152427521,5,MojoJojoJoestar,@ShyoinmaruMrk2 @overhaulck Half of em &lt;10 chapters (especially early-on) so it’s hella easy to forget tbh,2020-12-26 17:59:03,0
1348,1349,1214326846369779712,1,JamesRobichaux,What arguments for universal basic income do you seriously think are the dumbest? and why?  #BasicIncome #UBI,2020-01-06 18:24:15,0
1349,1350,1214326846369779712,2,JamesRobichaux,"@FliyoMB and all that does, to the great benefit of those who are against those policies, is allow those opposed to the policies to shift the focus to the taxation.",2020-01-06 18:55:01,0
1350,1351,1214326846369779712,3,JamesRobichaux,"@FliyoMB Have you ever noticed that I have never once participated in the performative outrage about Amazon paying zero taxes?  Flip that around and ask, why are the people who are so focused on it so hung up on it?",2020-01-06 18:56:35,0
1351,1352,1214326846369779712,4,ingajj21,@JamesRobichaux I'm thinking the current arguments for UBI are to aid the mental shift toward UBI because most minds can't comprehend sovreignity yet.,2020-01-06 20:24:27,0
1352,1353,1214326846369779712,5,JamesRobichaux,"@ingajj21 Maybe, but then we'd have to do some deprogramming from those bad arguments, too.",2020-01-06 20:51:32,0
1353,1354,1219694252655071232,1,cameron_kasky,"If I had a dollar for every picture of a penis that I have received via direct message, I wouldn’t need Universal Basic Income.",2020-01-21 13:52:25,0
1354,1355,1219694252655071232,2,JeffKasky,@cameron_kasky Donate them where they are needed.  https://t.co/4m59IyDjgB,2020-01-21 13:55:42,0
1355,1356,1219694252655071232,3,justjoking1980,@JeffKasky @cameron_kasky  https://t.co/SALTGEaBb5,2020-01-21 13:57:01,0
1356,1357,1225521094607724545,1,sguriev,обсуждаем мифы и реалии Universal Basic Income (безусловного базового дохода)  https://t.co/hChws1eAt1,2020-02-06 15:46:12,0
1357,1358,1225521094607724545,2,ypvolkov,"@sguriev @sguriev Безусловный базовый доход должен быть равен 1/2 от размера региональной потреб.корзины. Принять ФЗ о миним. стоимости 1-го ч. труда, который будут устанавливать муниципалитеты, а регионы будут состязаться за качественное наполнение своих потреб.корзин - прожит.минимум.",2020-02-09 06:46:49,0
1358,1359,1225521094607724545,3,puninnoname,"@ypvolkov @sguriev Грубо. 6000 руб. (1/2 продуктовой корзины)×12 месяцев× 146 000 000 населения=10,5 трл. Что половина бюджета страны. Где взять такие суммы?",2020-02-09 17:23:35,0
1359,1360,1225521094607724545,4,ypvolkov,"@puninnoname @sguriev Часть средств в пенсионном фонде, т.к. ББД войдёт в основу пенсий, плюс каждому пенсионеру индивидуальные надбавки. Здесь вы сами понимаете, что необходимо будет уточнять нормативы начислений пенсий.",2020-02-09 18:02:37,0
1360,1361,1225521094607724545,5,puninnoname,"@ypvolkov @sguriev Мы же про РФ говорим. Насколько я знаю у ПФР денег нет. И ее деятельность все больше напоминает фин. Пирпамиду, когда текущие расходы покрываются за счет будущих поступлений.",2020-02-09 18:27:49,0
1361,1362,1227356200188162049,1,JamesRobichaux,"Why using an insurgent Presidential campaign to promote a revolutionary idea like universal basic income may cause as much harm as the good it causes,  Example # 814,703,514,432  And, no, the article is not completely fair, but that's kind of both the point and beside the point.",2020-02-11 17:18:15,0
1362,1363,1227356200188162049,2,gilbamesh_,"@JamesRobichaux His messaging could have been better, sure, but recognition and support of the idea are both significantly higher than before his campaign. When I first heard about UBI I thought it would never happen because I had never heard it talked about in any sort of mainstream setting",2020-02-12 11:26:53,0
1363,1364,1227356200188162049,3,gilbamesh_,"@JamesRobichaux And now it is being talked about, and I have faith that we can make it a reality. We just have to make this a movement bigger than one campaign",2020-02-12 11:28:24,0
1364,1365,1229081740213465095,1,erickmsanchez,"""Andrew will continue to be a fierce advocate for Universal Basic Income as we continue to see the impact of automation on the American workforce.”  https://t.co/K5zFAH9LHa",2020-02-16 11:34:56,0
1365,1366,1229081740213465095,2,nicolepagelee,@erickmsanchez It’s not “due to automation” that’s already happened. It’s to decouple human value from wage value. We deserve to have a floor. Period.,2020-02-16 20:34:07,0
1366,1367,1229081740213465095,3,MarinYangGang,"@nicolepagelee @erickmsanchez I think it’s both. We need new ways of thinking about work and human value. Volunteerism, modern time banking with blockchain, UBI, etc.",2020-02-17 17:28:51,0
1367,1368,1230896577650163712,1,Evan_Low,"I’ve just introduced Assembly Bill 2712- California Universal Basic Income (UBI).. Continuing your work, @AndrewYang . #HumanityFirst #UBI    https://t.co/J96GihNilb  https://t.co/mJC9bX5Vn5",2020-02-21 11:46:27,0
1368,1369,1230896577650163712,2,AndrewYang,@Evan_Low Thank you Evan - your leadership is awesome.  👍🙏,2020-02-21 18:20:47,0
1369,1370,1230896577650163712,3,GHarvey808,@AndrewYang @Evan_Low ...even if you do support Pete.,2020-02-21 18:21:30,0
1370,1371,1230896577650163712,4,Emi_A_5,@GHarvey808 @AndrewYang @Evan_Low Whoa... wait... WHAT?!?!!  Where when why how wtf did I miss?!?!?!?!,2020-02-21 18:25:14,0
1371,1372,1230896577650163712,5,wahlstrom_brian,"@Emi_A_5 @GHarvey808 @AndrewYang @Evan_Low It’s a false rumor going around, you didn’t miss anything.",2020-02-21 18:26:12,0
1372,1373,1230896577650163712,6,Krologue,@wahlstrom_brian @Emi_A_5 @GHarvey808 @AndrewYang @Evan_Low look at Evan's bio lol,2020-02-21 18:27:05,0
1373,1374,1230896577650163712,7,wahlstrom_brian,@Krologue @Emi_A_5 @GHarvey808 @AndrewYang @Evan_Low I thought we were talking about Yang not Evan. There have been rumors about Yang supporting Pete.,2020-02-21 18:28:50,0
1374,1375,1230896577650163712,8,wahlstrom_brian,"@Emi_A_5 @GHarvey808 @AndrewYang @Evan_Low Talking about Yang, not Evan.",2020-02-21 18:29:42,0
1375,1376,1232673043971018754,1,MikeForKY,"Today, we have not one, but TWO major announcements:  1. We're making universal basic income part of our campaign to defeat Mitch McConnell.  2. We're bringing world-renowned UBI expert @ScottSantens onto our team as Senior Policy Advisor.   Read more:➡️ https://t.co/Zpws1N5Jkx  https://t.co/0kTtbV6lcS",2020-02-26 09:25:30,0
1376,1377,1232673043971018754,2,scottsantens,"@MikeForKY Thank you for this opportunity, Mike. Let's do this. Mitch is going down and everyone else is being lifted up.",2020-02-26 11:13:14,0
1377,1378,1232673043971018754,3,iam_sysop,"@scottsantens @MikeForKY #Kentucky - if you want progress, you need to elect a candidate with a PROGRESSIVE platform - stop enabling TWO-FACE #moscowMitch and start putting YOUR needs first.    RT then Follow @MikeForKY Platform here:  https://t.co/RwNL9BDFdU Donate:  https://t.co/sLCrWnClef",2020-02-26 11:14:02,0
1378,1379,1236033661792907266,1,Zach_Graumann,"So the first 24 hours have been amazing:  $2.9m raised from 7,000+ donors, with over $2m planned to go directly to people as Universal Basic Income.   We are just getting started #YangGang, donate today so we can build the movement behind it all! 👍🏼💵   https://t.co/epjLA5qFlm",2020-03-06 15:59:24,0
1379,1380,1236033661792907266,2,OntarioWard,@Zach_Graumann Is this strictly for US citizens?,2020-03-06 16:02:47,0
1380,1381,1236033661792907266,3,iAmMattN,@OntarioWard @Zach_Graumann Good question..,2020-03-06 16:46:22,0
1381,1382,1239697932338806785,1,DJMoonDawg,"Let me just say….Andrew Yang’s push for UBI (Universal Basic Income), which guaranteed $1k/month to every adult 18+ in the country, would go a long way to help everyone during a crisis like this, especially those ppl most impacted by work stoppages. Hope this is revisited.",2020-03-16 19:39:54,0
1382,1383,1239697932338806785,2,Steampunkd_PDX,@DJMoonDawg Fair enough. I wasn’t gonna take the time to look though if I’m being honest.  Nothing against you bro.,2020-03-16 23:35:31,0
1383,1384,1239697932338806785,3,DJMoonDawg,"@Steampunkd_PDX All good. No harm, no foul. 🤘🏽",2020-03-16 23:38:11,0
1384,1385,1243310962796646408,1,davidschneider,So many people in my replies still left without any source of income after the Chancellor’s statement. The only solution to make sure everyone is protected is Universal Basic Income.,2020-03-26 18:56:47,0
1385,1386,1243310962796646408,2,DLBBarr,"@davidschneider There is still no provision if you're a director of a Ltd company - my husband is an electrician, has no staff so technically self emp but not recognised as such.Not working now due to  https://t.co/jX4eORz19d income.",2020-03-26 19:06:46,0
1386,1387,1243310962796646408,3,Redkitez,"@DLBBarr @davidschneider If Director, is he not an employee of the company? Therefore could furlough himself?",2020-03-26 19:13:28,0
1387,1388,1243310962796646408,4,SupperMal,@Redkitez @DLBBarr @davidschneider He'd only be eligible for 80% of salary but most directors pay themselves profits as dividends at the end of the year/ quarter which is not covered.,2020-03-26 19:18:07,0
1388,1389,1243310962796646408,5,DLBBarr,@SupperMal @Redkitez @davidschneider That would be better than nothing atm. Thanks though.,2020-03-26 19:19:43,0
1389,1390,1247310638914945032,1,MikeForKY,A Universal Basic Income affords us a new future for rural America.,2020-04-06 19:50:04,0
1390,1391,1247310638914945032,2,DeathGrip1369,"@MikeForKY if the government starts sending a check to everyone for $1000 per month, it will soon cost an extra $1000 to survive, and we will be left with the tax burden, but without the benefit.",2020-04-07 22:18:35,0
1391,1392,1247310638914945032,3,SinisterDeath25,"@DeathGrip1369 @MikeForKY Funny. Corporations just got how many Trillions of $$, and I don't see their costs going up by Trillions...  $1000 in your pocket is $1000 going back into the local economy, which means more jobs... Unlike corporate bailouts.",2020-04-08 14:08:10,0
1392,1393,1247310638914945032,4,DeathGrip1369,"@SinisterDeath25 @MikeForKY You are conflating two totally different things:  A one time check will go directly into the local economies and stimulate the economy.  A monthly check will increase the cost of everything, as it will reduce the value of the currency.",2020-04-08 14:09:57,0
1393,1394,1250906780122714115,1,CatholicSat,"So Pope Francis didn't call for a Universal Basic Income, after all. I thought it was odd when it was first reported, as it is at odds with the Pope's economic thought, which is very much Distributist.  https://t.co/gLfpbDNXNs",2020-04-16 17:59:51,0
1394,1395,1250906780122714115,2,CristianoEncend,"@CatholicSat I don't understand. The America article said he did. Were you being sarcastic? I mean, there's a clarification at the end, but that's what always happens to PF: he allows an idol to be worshiped or he allows desecration of the Holy Eucharist, than somebody else puts out the fire.",2020-04-16 19:47:50,0
1395,1396,1250906780122714115,3,CristianoEncend,"@CatholicSat He said ""salario universal"". He said it. It's there. It's not misreported.  It's like one day he will say ""Hail Satan"" and then a cardinal comes out and tells us, ""By Satan, he means Christ"". Time after time, year after year, it's the same darn thing.",2020-04-16 19:50:25,0
1396,1397,1250906780122714115,4,WillyCruzh,@CristianoEncend @CatholicSat I'm longing the end of this nightmare. Lord have mercy.,2020-04-16 20:30:25,0
1397,1398,1250906780122714115,5,CristianoEncend,"@WillyCruzh @CatholicSat It's bound to get worse, but fear not. Have faith and hope –and love God above everything. May God's mercy when it comes, catch us with our knees calloused because we prayed without ceasing during this crisis, and comforted our brethren.",2020-04-16 22:53:24,0
1398,1399,1254537489185898497,1,dahboo7,You see what they are pushing? The End game is to have everyone living off of a government handout! That's what universal Basic income is! Sure.. Lazy Fools will love it.. But its a trap! This is why they destroyed farms and now small businesses! To get them to fold to the Beast!,2020-04-26 18:27:00,0
1399,1400,1254537489185898497,2,eddivision15,"@dahboo7 The couple next door to me is making $8,800.00 a month right now on unemployment. That's not ""basic"".",2020-04-26 20:18:54,0
1400,1401,1254537489185898497,3,jwoodz56,@eddivision15 @dahboo7 unemployment doesnt last forever,2020-04-26 20:37:44,0
