id,created_at,text
1357473140486602755,2021-02-04 23:36:31,b'@makeupbylailak Liner game: 10/10 \xf0\x9f\x99\x8c\xf0\x9f\x99\x8c',1,0
1357472936702193667,2021-02-04 23:35:43,b'@BelindaMUA So pretty! \xf0\x9f\x92\x97\xf0\x9f\x92\x95',1,0
1357328093468385281,2021-02-04 14:00:10,b'Me trying to get out of bed this AM https://t.co/2PP075E91A',306,96
1357146912093331457,2021-02-04 02:00:13,b'Which girl squad were you a part of? https://t.co/byilTuWKyr',930,83
1357114033665699841,2021-02-03 23:49:34,b'@luciaantezza_ Same \xf0\x9f\x98\x82',1,0
1357113944561897472,2021-02-03 23:49:12,b'@Kariierisu Omg! \xf0\x9f\xa5\xb6\xf0\x9f\xa5\xb6\xf0\x9f\xa5\xb6',1,0
1357086495958585348,2021-02-03 22:00:08,"b'Give your lashes the ultimate flutter with our maneater mascara!\n\xe2\x9c\xa8 gives massive volume, infinite length &amp; extreme\xe2\x80\xa6 https://t.co/ctZYUH71Ab'",57,6
1357031069468475393,2021-02-03 18:19:54,b'@coffeechomik Soo true!',0,0
1357031029295501312,2021-02-03 18:19:44,b'@elleem01741168 Hi! Please reach out to social@tarte.com so we can learn more \xf0\x9f\x92\x9c',0,0
1356980858272567299,2021-02-03 15:00:22,b'Winter MOOD https://t.co/fqWt3Knpfx',108,30
1356784544502923266,2021-02-03 02:00:17,b'No one: \nMy stomach at 3am: https://t.co/SUnuhNC3F8',535,100
1356778091776004097,2021-02-03 01:34:39,b'\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c https://t.co/qAu2E10T3f',74,7
1356618583737069569,2021-02-02 15:00:49,"b""Daily essentials sittin' pretty \xe2\x9c\xa8 Which tarte product is always on your vanity? #crueltyfree https://t.co/AeY1eSJQ5t""",73,7
1356422125276569609,2021-02-02 02:00:10,b'How many inches of snow did you get? \xe2\x9d\x84\xef\xb8\x8f #snowday https://t.co/qsx86vnUUd',62,9
1356267966636187650,2021-02-01 15:47:36,"b'@roxell_ We\xe2\x80\x99ll be back as soon as possible, we\xe2\x80\x99re hoping within a few months!\xf0\x9f\x92\x9c'",1,0
1356267729771241473,2021-02-01 15:46:39,b'@Rebel_Scum___ Oh no! we are so sorry about this. Please reach out to social@tarte.com so we can learn more\xf0\x9f\x92\x9c',0,0
1356256232571592705,2021-02-01 15:00:58,"b'Cover dark circles, redness &amp; more with our creaseless vegan concealer! This baby is full-coverage with a radiant f\xe2\x80\xa6 https://t.co/CAzaFbBee0'",69,5
1356083243032973315,2021-02-01 03:33:34,b'@shayyyyz Hope you feel better soon!! \xf0\x9f\x92\x9c',1,0
1356082725325705216,2021-02-01 03:31:31,"b""@Dreaming_ofhell Omg they're all so amazing! \xf0\x9f\x92\x9c\xf0\x9f\x98\x8d""",1,0
1356067247140302851,2021-02-01 02:30:00,b'Sending you positive vibes for the new week \xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x80\xa6 https://t.co/u5rOc2CuM4',551,134
1355909043697676288,2021-01-31 16:01:22,b'@AlexTapley2 $29 USD \xf0\x9f\x92\x9c',0,0
1355908964878340099,2021-01-31 16:01:03,b'@wendydarling53 Hii! Please email us at social@tarte.com so we can learn more \xf0\x9f\x92\x9c',0,0
1355908829947559942,2021-01-31 16:00:31,b'@caligirl908 Same here!! \xf0\x9f\x92\x9c',1,0
1355908542222495747,2021-01-31 15:59:22,b'@geezaudrey So pretty! \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d',0,0
1355908016835596288,2021-01-31 15:57:17,b'@tiff_pelfrey Love Gilmore Girls!! \xf0\x9f\x92\x9c',1,0
1355893631656357889,2021-01-31 15:00:07,b'Like a green smoothie for your lashes! Our sugar rush lash smoothie volumizing hemp mascara is infused with a nutri\xe2\x80\xa6 https://t.co/LJvYF23W3e',42,3
1355697398534844417,2021-01-31 02:00:22,b'What are you watching on Netflix? https://t.co/twhonCYyT9',96,2
1355531400892604418,2021-01-30 15:00:45,"b'The best things in life make you blush AKA our award-winning Amazonian clay 12-hr blushes! \xf0\x9f\x99\x8c These super soft, silk\xe2\x80\xa6 https://t.co/T67WfjNMtP'",115,5
1355312277810008066,2021-01-30 00:30:02,b'\xf0\x9f\x92\x85\xe2\x9c\xa8 https://t.co/Vt9ycEuP0A',645,122
1355265194402971652,2021-01-29 21:22:56,b'@mobilestylesapp Soooo true! \xf0\x9f\x98\x82',1,0
1355265152497709060,2021-01-29 21:22:46,b'@Reenalal_mua @MorpheBrushes @beautybay @ArdellBeauty @BarryMCosmetics @Maybelline Wow! \xf0\x9f\x98\x8d\xf0\x9f\x99\x8c',1,0
1355194174128185352,2021-01-29 16:40:44,b'@hollied3 Oh no! We are so sorry you had this experience . Please reach out to social@tarte.com so we can learn more \xf0\x9f\x92\x9c',0,0
1355184012248150018,2021-01-29 16:00:21,"b'Vanity must-have \xf0\x9f\x8c\xb8 Our NEW SUPERSIZE tartelette juicy Amazonian clay eyeshadow palette has 20 romantic neutral, pin\xe2\x80\xa6 https://t.co/8SKmvEAvi9'",153,16
1354972639643709443,2021-01-29 02:00:26,"b'If you know, you know https://t.co/a2ByRpSwga'",643,85
1354806602147057676,2021-01-28 15:00:39,b'Me re-watching season 1 of #Bridgerton https://t.co/6nN61y3tTy',141,17
1354789207621984261,2021-01-28 13:51:32,b'@blondicously yum!\xf0\x9f\x92\x9c',1,0
1354788747095764993,2021-01-28 13:49:42,b'@coloringjohnny LOVE this!!\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c',1,0
1354788304860966914,2021-01-28 13:47:57,b'@cosMOMtologist \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,0
1354788126057783300,2021-01-28 13:47:14,b'@Lil_Miss_Dangaa Yay!! Happy Birthday!\xf0\x9f\x92\x9c',0,0
1354610178738565120,2021-01-28 02:00:08,b'When you tell a joke and everyone laughs https://t.co/0ljsDSljpq',145,15
1354549893302521861,2021-01-27 22:00:35,b'When my pet walks out of my room https://t.co/mbL79yZbkK',166,19
1354444232103227394,2021-01-27 15:00:43,b'Me trying to juggle all the things I have to do https://t.co/VoTMa6T4EN',241,64
1354247803804004353,2021-01-27 02:00:11,b'Thinking about what I should eat for breakfast https://t.co/OJNGZpxVej',212,27
1354174911200296962,2021-01-26 21:10:32,b'@GodsStar LOVEEEE \xf0\x9f\x98\x8d',1,0
1354174866233184259,2021-01-26 21:10:22,b'RT @GodsStar: @tartecosmetics Tartelette Juicy Eyeshadow Palette #RethinkNatural https://t.co/MSczgsmd2c',0,6
1354174604496015362,2021-01-26 21:09:19,b'@GiaAlexandria \xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c',0,0
1354174262270185476,2021-01-26 21:07:58,b'@KatieeeBeth1 Oh no! We recommend contacting their CS team! \xf0\x9f\x92\x9c',1,0
1354092845485989889,2021-01-26 15:44:26,"b""Our NEW SUPERSIZE tartelette juicy Amazonian clay eyeshadow palette is a MUST-HAVE that you'll be reaching for ever\xe2\x80\xa6 https://t.co/x8WebtrMoc""",223,17
1353885520355618817,2021-01-26 02:00:36,b'Me after putting on makeup for the first time in months https://t.co/iKAHGxZnAy',880,171
1353825100013957121,2021-01-25 22:00:31,b'Me looking for a new Netflix show to binge https://t.co/f4NBRL6gcY',137,20
1353719479784656898,2021-01-25 15:00:49,b'Monday MOOD https://t.co/FGVS66vSPK',257,81
1353559875826176000,2021-01-25 04:26:36,b'@sacharu4 Hi! Send us an email at social@tarte.com and we can help \xf0\x9f\x98\x98',1,0
1353559673014792192,2021-01-25 04:25:48,b'@avatewsxo Yesss! \xf0\x9f\x99\x8c',1,0
1353559365370978304,2021-01-25 04:24:35,b'@TiffanySchutte \xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c',1,0
1353522988063330304,2021-01-25 02:00:02,b'The #doubledutybeauty duo for FLAWLESS complexion &amp; FULL lashes! \xf0\x9f\x99\x8c\n\xe2\x9c\xa8 shape tape 16-hr vegan concealer: smooths &amp; br\xe2\x80\xa6 https://t.co/CIzMETrkuu',71,4
1353492628524965889,2021-01-24 23:59:23,b'Me reaching for the same lipstick everyday \nMy other 50 lipsticks: https://t.co/EsD75p5vS8',370,60
1353360938599026688,2021-01-24 15:16:06,b'@armonijgriffin So pretty! \xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c',1,0
1353357010381598721,2021-01-24 15:00:30,b'Relatable https://t.co/resBdqo4wK',258,70
1353160606535327744,2021-01-24 02:00:03,b'Friendly reminder to always practice self-care \xe2\x9c\xa8 https://t.co/se09Ku1a2Z',443,64
1353100232872099842,2021-01-23 22:00:09,"b'Have you hit pan on our award-winning Amazonian clay 12-hr blushes?! \xf0\x9f\x99\x8b Each super-soft, silky powder blush delivers\xe2\x80\xa6 https://t.co/S8NVsA06gi'",92,7
1353054489490677762,2021-01-23 18:58:23,"b""@IrishksgrlM It's a difficult decision \xf0\x9f\x98\x82""",1,0
1352994555709317121,2021-01-23 15:00:14,b'Which 90s TV show was your fave? https://t.co/iKvzkAJB0R',124,8
1352798357090168832,2021-01-23 02:00:36,b'Me in the morning after staying up until 3am https://t.co/jdE7m01wZ8',335,58
1352730562881089545,2021-01-22 21:31:13,"b""@MRS_Brock2013 you'll\xf0\x9f\x92\x9c it!""",1,0
1352701774256353287,2021-01-22 19:36:49,b'@Bmujer TRUEEE! \xf0\x9f\x99\x8c',1,0
1352694878015262720,2021-01-22 19:09:25,b'@Bmujer omg \xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,0
1352694456160542720,2021-01-22 19:07:44,b'@shivaneeee @CannyFood Hi! We are so sorry you had this experience. Please reach out to social@tarte.com so we can learn more \xf0\x9f\x92\x9c',0,0
1352635120344248322,2021-01-22 15:11:58,b'@Jwm211 We are so sorry you had this experience. Please reach out to social@tarte.com so we can learn more\xf0\x9f\x92\x9c',0,0
1352632254095355905,2021-01-22 15:00:34,b'Me laughing about something that happened 6 months ago https://t.co/BYkSTBzCjP',152,23
1352628477472735235,2021-01-22 14:45:34,b'@jenks15best Hi! Please reach out to social@tarte.com so we can learn more\xf0\x9f\x92\x9c',0,0
1352435838773243904,2021-01-22 02:00:05,"b'Me eating dinner, minding my own business\nMy pet: https://t.co/XCJu9KDSaM'",145,17
1352400858487672838,2021-01-21 23:41:05,b'@rebeccagoldmua @ABHcosmetics \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d',1,1
1352400733543559169,2021-01-21 23:40:35,"b""@NiannTsyr You're gonna \xf0\x9f\x92\x9c it!""",1,0
1352400629105369096,2021-01-21 23:40:11,b'@pineappletatgrl We do too! \xf0\x9f\x98\x8d\xf0\x9f\x92\x9c',1,0
1352375499029438467,2021-01-21 22:00:19,"b'Our NEW SUPERSIZE tartelette juicy Amazonian clay eyeshadow palette comes with 20 romantic neutral, pink &amp; plum sha\xe2\x80\xa6 https://t.co/dGCE3cKsPP'",199,41
1352365476530290691,2021-01-21 21:20:29,"b""If you didn't know.. our NEW tartelette juicy Amazonian clay eyeshadow palette is a SUPERSIZE palette with XL pans!\xe2\x80\xa6 https://t.co/kciD5tfovb""",25,5
1352309071274192898,2021-01-21 17:36:21,"b""EXCITING NEWS!!! We're nominated for 2 \n@glamourmag Reader\xe2\x80\x99s Choice Awards for our shape tape concealer &amp; Amazonian\xe2\x80\xa6 https://t.co/JeFEWAfMkN""",28,4
1352255223675367424,2021-01-21 14:02:23,b'Check out these EASY #beautyhacks \xf0\x9f\x99\x8c  https://t.co/KBxcYPemGz',27,5
1351911581353967616,2021-01-20 15:16:52,b'@Gooofballnerd So happy we could help! \xf0\x9f\x92\x9c',1,0
1351911390622179332,2021-01-20 15:16:07,b'RT @MelissaaaaG: I can\xe2\x80\x99t wait to get my new @tartecosmetics palette \xe2\x9c\xa8',0,1
1351910278846439425,2021-01-20 15:11:42,b'@veegee15967626 Oh no! We are so sorry you had this experience. Please reach out to social@tarte.com so we can learn more \xf0\x9f\x92\x9c',0,0
1351658281517920260,2021-01-19 22:30:21,b'Me trying to figure out how January is almost over https://t.co/KBkUXjky5b',125,16
1351617117884473344,2021-01-19 19:46:47,b'@Sephora @iliabeauty So beautiful! \xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c',9,0
1351617078961254404,2021-01-19 19:46:38,b'RT @Sephora: BRB going full gleamy-dreamy with this makeup look:\n\n\xf0\x9f\x92\xa6 @tartecosmetics BB Tinted Treatment Primer in Tan\n\xf0\x9f\x8c\xb9 @iliabeauty Multi-S\xe2\x80\xa6',0,8
1351616915681247232,2021-01-19 19:45:59,"b""@mimchaaan It's soooooo pretty! \xf0\x9f\x98\x8d""",0,0
1351578810555244544,2021-01-19 17:14:34,b'Vanity goals with our NEW SUPERSIZE tartelette juicy Amazonian clay eyeshadow palette &amp; maracuja juicy lip in rose\xe2\x80\xa6 https://t.co/3gNfV4BdK8',110,10
1350986402926891009,2021-01-18 02:00:33,b'You can only pick one... GO \xf0\x9f\x91\x87 https://t.co/IGX0tJx34i',277,20
1350984770935775235,2021-01-18 01:54:04,b'@Jess_Early52 LOL \xf0\x9f\x98\xad',0,0
1350984603327148040,2021-01-18 01:53:24,b'@rachelxmoorex Head to https://t.co/gO35NQfRbc for all the deets! \xf0\x9f\x92\x9c',1,0
1350984395696517123,2021-01-18 01:52:34,b'@IPSY \xf0\x9f\x99\x8c\xf0\x9f\x92\x9c',11,1
1350835680474238979,2021-01-17 16:01:38,b'@Its_FairyDust \xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c',0,1
1350835183977684996,2021-01-17 15:59:39,b'@yalimeanslove Accurate \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1
1350820287084974081,2021-01-17 15:00:28,b'When your sibling ate your leftovers https://t.co/ofHlGtvtec',175,19
1350623984619024386,2021-01-17 02:00:25,b'Were you team Zach or team Slater? https://t.co/tImPtfmJa5',81,6
1350457801093615617,2021-01-16 15:00:04,"b""Today's plans https://t.co/cG8vrfWine""",701,194
1350261498434752517,2021-01-16 02:00:02,b'Me after checking 1 thing of my to-do list https://t.co/xwiZlh3JFJ',321,67
1350220512572690432,2021-01-15 23:17:10,b'@veritywebb_ Hi! Can you please DM us? \xf0\x9f\x92\x9c',0,0
1350201125958512641,2021-01-15 22:00:08,"b""What's your go-to karaoke song? https://t.co/8lCTPxkAqi""",83,1
1350192939448807425,2021-01-15 21:27:36,b'@ASquard Omg \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1
1350192714361540609,2021-01-15 21:26:43,b'@33Beauty11 Oh no!! Please email social@tarte.com and we can help \xf0\x9f\x92\x9c',0,0
1350192547684085764,2021-01-15 21:26:03,b'@kalina_143 You look beautiful! CONGRATS\xf0\x9f\x92\x9c',1,0
1350192333682302980,2021-01-15 21:25:12,b'@Monaco_777 Hi!! Please email us at social@tarte.com and we can help! \xf0\x9f\x92\x9c',0,0
1350106952370708482,2021-01-15 15:45:55,b'@Its_FairyDust \xf0\x9f\x92\x9c it!',0,1
1350080386026647552,2021-01-15 14:00:21,b'\xe2\x98\x95\xef\xb8\x8f\xe2\x98\x95\xef\xb8\x8f\xe2\x98\x95\xef\xb8\x8f https://t.co/OC2REnuHRu',328,80
1349850515685969923,2021-01-14 22:46:56,b'@ribanne_ LOL \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3',0,0
1349738604021616640,2021-01-14 15:22:14,b'@prunela_c Omg these eye looks are gorg!! \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d',1,0
1349738473306075136,2021-01-14 15:21:43,"b""@acidacidic You're going to \xf0\x9f\x92\x9c it!""",1,0
1349738230439161857,2021-01-14 15:20:45,b'@treena8799 Please email social@tarte.com &amp; our CS team can help! \xf0\x9f\x92\x9c',0,0
1349737369377730569,2021-01-14 15:17:20,b'@ItsJustEllieOk Omg\xf0\x9f\x98\x82\xf0\x9f\x98\x82 Try clearing your cookies/cache and it should work!',1,0
1349737061775859712,2021-01-14 15:16:07,b'@pamelajeannoble @Clinique @BenefitBeauty @TooFaced @patmcgrathreal So pretty! \xf0\x9f\x98\x8d',0,0
1349736977671852032,2021-01-14 15:15:47,b'@Ansh12265710 Us too!! \xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c',0,0
1349491489697656832,2021-01-13 23:00:18,b'Our NEW tartelette juicy Amazonian clay eyeshadow palette is a NEW version of our #1 BEST-SELLING palettes! This SU\xe2\x80\xa6 https://t.co/DxzIXpM8T1',225,25
1349457003207417865,2021-01-13 20:43:15,b'@saraareneee Yay! \xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c',1,0
1349411705898590209,2021-01-13 17:43:16,"b""@treena8799 Here's their contact form! https://t.co/Uu5FyRZaOy""",0,0
1349410774444343301,2021-01-13 17:39:34,b'@shel630 Please email social@tarte.com &amp; our CS team can help asap! \xf0\x9f\x92\x9c',0,1
1349362768126898177,2021-01-13 14:28:48,b'@treena8799 We recommend reaching out to their Customer Service team! \xf0\x9f\x92\x9c',0,0
1349362652200529922,2021-01-13 14:28:20,b'@ItsJustEllieOk \xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,0
1349114770033692673,2021-01-12 22:03:21,"b""@treena8799 Well that doesn't sound like the norm! Email your order # to social@tarte.com and we can help \xf0\x9f\x98\x98\xf0\x9f\x92\x9c""",0,0
1349084482834411530,2021-01-12 20:03:00,b'@nicknw27 Oh no! We are so sorry you had this experience. Please reach out to social@tarte.com so we can learn more\xf0\x9f\x92\x9c',0,0
1349083930897559553,2021-01-12 20:00:48,b'The JUICIEST palette ever is NOW AVAILABLE for a limited time only! Our NEW tartelette juicy Amazonian clay eyeshad\xe2\x80\xa6 https://t.co/3cQGZmjVw9',92,11
1349057367363743757,2021-01-12 18:15:15,b'@Ahhchully You can return it within 30 days! Check out our virtual try-on tool on https://t.co/vHB7ZKl79b to find your shade! \xf0\x9f\x92\x9c',1,0
1349048012660764672,2021-01-12 17:38:04,b'\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c https://t.co/XeKBtXKDQR',48,1
1349046850167459842,2021-01-12 17:33:27,b'RT @spicedrachel: If you havent tried the @tartecosmetics maneater mascara pls do you wont regret it',0,8
1348980615539023875,2021-01-12 13:10:16,b'@Vanessalynn25 Sooo excited for you to receive it! \xf0\x9f\x8c\xb8\xf0\x9f\x92\x9c',1,0
1348980508823330816,2021-01-12 13:09:50,b'@stargirl111996 SAME!! \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d',1,0
1348858220010500096,2021-01-12 05:03:54,b'Our NEW SUPERSIZE tartelette juicy Amazonian clay eyeshadow palette is NOW AVAILABLE on https://t.co/vHB7ZKl79b!!!\xe2\x80\xa6 https://t.co/Xe5EM3ZRIS',118,12
1348728176445435906,2021-01-11 20:27:10,b'@brooklynroseatx Stay tuned! \xf0\x9f\x92\x9c',0,0
1348653356869447689,2021-01-11 15:29:51,b'@mcbeeenz Hi! Try our double take eyeliner\xf0\x9f\x92\x9c',0,0
1348629190929743873,2021-01-11 13:53:50,"b""RT @QVC: When your mascara doubles as a green SMOOTHIE for your LASHES. \xf0\x9f\xa5\xa6\xf0\x9f\xa5\x91\xf0\x9f\xa5\xa5\xf0\x9f\xa5\x9d #SelfCareSunday @tartecosmetics' Sugar Rush Lash Smoothie Masc\xe2\x80\xa6""",0,5
1348457262067687427,2021-01-11 02:30:39,"b""@Hunny_Bunny22 It's our fave! \xf0\x9f\x99\x8c\xf0\x9f\x92\x9c""",0,0
1348456965882712065,2021-01-11 02:29:28,b'@divine_feminism Try our shape tape setting powder! \xf0\x9f\x98\x98 https://t.co/d4MkslajYs',0,0
1348389207056769024,2021-01-10 22:00:13,"b""If you're reading this, stop scrolling &amp; drink a glass of water! \xf0\x9f\x92\xa7 #crueltyfree #selfcare https://t.co/y1JiojX8Uc""",91,12
1348299910454640644,2021-01-10 16:05:23,b'@IAruty LOL \xf0\x9f\x98\x82',1,0
1348299775884595204,2021-01-10 16:04:51,b'@Shuma17904289 Hi!! Please email your order # to social@tarte.com and we can help \xf0\x9f\x92\x9c',0,0
1348299476956569603,2021-01-10 16:03:40,b'@danilove22492 Sameeee! \xf0\x9f\x98\x82\xf0\x9f\x98\x85',0,0
1348283603151687681,2021-01-10 15:00:35,b'Today\xe2\x80\x99s to-do list: https://t.co/2xMGj0fa8n',559,132
1348087174131027968,2021-01-10 02:00:03,b'Give yourself the gift of healthy-looking skin in 2021 with our sugar rush skin treat #vegan poreless tinted moistu\xe2\x80\xa6 https://t.co/fS48YITUvR',29,5
1347921143026610178,2021-01-09 15:00:18,"b'If you know, you know https://t.co/ndv2wiLfQv'",302,37
1347724791487344644,2021-01-09 02:00:04,"b""A New Year calls for brushin' on a brighter smile w/ our BLEACH-FREE pearly girl vegan teeth whitening pen! \xe2\x9c\xa8 The s\xe2\x80\xa6 https://t.co/DyIhfsXE1O""",46,5
1347692643158024194,2021-01-08 23:52:19,b'@CFtheG Coming soon \xf0\x9f\x98\x89',0,0
1347692384818229249,2021-01-08 23:51:18,b'@byhannahnils YAYYYY! \xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c',0,0
1347655508421996544,2021-01-08 21:24:46,b'@UrbanMermaid14 Hi! Please reach out to social@tarte.com so we can look into this \xf0\x9f\x92\x9c',1,0
1347559935131996160,2021-01-08 15:04:59,b'tartelette juicy coming soon \xf0\x9f\x8c\xb8 https://t.co/3j14Aoou7J',63,6
